Frequency (Hz)	Level (dB)
46.875000	-33.350967
93.750000	-35.557426
140.625000	-37.089249
187.500000	-39.802731
234.375000	-45.087479
281.250000	-49.835270
328.125000	-51.613258
375.000000	-53.179615
421.875000	-55.400311
468.750000	-57.228096
515.625000	-59.132351
562.500000	-60.799423
609.375000	-62.930046
656.250000	-65.628548
703.125000	-67.211464
750.000000	-67.059990
796.875000	-67.816406
843.750000	-68.237778
890.625000	-68.566269
937.500000	-68.917854
984.375000	-68.825249
1031.250000	-69.310455
1078.125000	-70.215271
1125.000000	-70.898552
1171.875000	-71.749779
1218.750000	-72.452477
1265.625000	-73.118561
1312.500000	-73.849693
1359.375000	-73.748161
1406.250000	-73.573204
1453.125000	-73.688744
1500.000000	-73.745247
1546.875000	-74.099876
1593.750000	-74.547256
1640.625000	-74.321602
1687.500000	-74.628845
1734.375000	-74.949554
1781.250000	-75.456985
1828.125000	-76.088081
1875.000000	-76.322578
1921.875000	-76.433052
1968.750000	-77.415436
2015.625000	-78.338959
2062.500000	-78.856133
2109.375000	-79.038071
2156.250000	-78.565704
2203.125000	-78.779930
2250.000000	-78.878189
2296.875000	-79.029633
2343.750000	-78.629959
2390.625000	-78.217865
2437.500000	-77.939445
2484.375000	-78.283379
2531.250000	-78.573532
2578.125000	-78.821434
2625.000000	-79.250824
2671.875000	-79.447487
2718.750000	-79.717888
2765.625000	-79.625107
2812.500000	-80.072479
2859.375000	-80.634216
2906.250000	-80.914139
2953.125000	-81.451561
3000.000000	-81.074997
3046.875000	-81.064987
3093.750000	-81.352081
3140.625000	-80.994980
3187.500000	-81.001991
3234.375000	-81.159515
3281.250000	-81.268860
3328.125000	-81.156624
3375.000000	-81.170158
3421.875000	-81.700378
3468.750000	-81.399498
3515.625000	-81.908302
3562.500000	-82.416176
3609.375000	-82.601784
3656.250000	-82.883423
3703.125000	-82.939751
3750.000000	-82.780983
3796.875000	-82.999626
3843.750000	-83.004608
3890.625000	-83.429176
3937.500000	-83.425041
3984.375000	-83.531082
4031.250000	-83.723381
4078.125000	-83.660439
4125.000000	-83.351219
4171.875000	-83.443527
4218.750000	-83.636284
4265.625000	-84.135262
4312.500000	-84.297165
4359.375000	-84.474884
4406.250000	-84.845757
4453.125000	-84.955780
4500.000000	-84.898643
4546.875000	-84.899796
4593.750000	-85.348160
4640.625000	-85.172806
4687.500000	-84.648697
4734.375000	-84.990906
4781.250000	-85.702614
4828.125000	-85.606941
4875.000000	-85.487648
4921.875000	-85.834412
4968.750000	-86.243942
5015.625000	-86.198608
5062.500000	-85.937958
5109.375000	-86.295410
5156.250000	-86.506920
5203.125000	-86.686897
5250.000000	-86.912270
5296.875000	-87.239563
5343.750000	-87.348846
5390.625000	-87.461235
5437.500000	-87.435005
5484.375000	-87.653526
5531.250000	-87.654282
5578.125000	-87.759972
5625.000000	-87.840843
5671.875000	-87.984253
5718.750000	-87.813530
5765.625000	-88.191368
5812.500000	-88.586250
5859.375000	-88.675247
5906.250000	-88.910034
5953.125000	-89.257210
6000.000000	-89.270508
6046.875000	-89.500977
6093.750000	-89.827789
6140.625000	-89.637344
6187.500000	-89.601967
6234.375000	-90.307159
6281.250000	-90.508430
6328.125000	-90.313454
6375.000000	-90.720795
6421.875000	-90.447968
6468.750000	-90.870621
6515.625000	-90.991638
6562.500000	-91.105400
6609.375000	-91.502350
6656.250000	-91.460045
6703.125000	-91.513504
6750.000000	-91.602600
6796.875000	-91.856842
6843.750000	-92.310249
6890.625000	-92.780708
6937.500000	-92.656609
6984.375000	-92.612846
7031.250000	-92.910187
7078.125000	-92.805130
7125.000000	-93.146011
7171.875000	-93.126213
7218.750000	-93.239204
7265.625000	-93.104317
7312.500000	-93.328499
7359.375000	-93.833344
7406.250000	-94.142044
7453.125000	-94.402672
7500.000000	-94.041351
7546.875000	-94.235855
7593.750000	-94.967018
7640.625000	-94.864029
7687.500000	-94.569244
7734.375000	-94.607552
7781.250000	-94.580643
7828.125000	-94.940079
7875.000000	-94.986420
7921.875000	-95.078178
7968.750000	-95.229744
8015.625000	-95.365761
8062.500000	-95.218330
8109.375000	-95.350929
8156.250000	-95.669777
8203.125000	-95.882256
8250.000000	-95.745316
8296.875000	-96.166893
8343.750000	-96.381226
8390.625000	-96.298737
8437.500000	-96.329857
8484.375000	-96.672554
8531.250000	-96.276718
8578.125000	-95.943764
