Frequency (Hz)	Level (dB)
46.875000	-28.192732
93.750000	-37.247543
140.625000	-46.130886
187.500000	-49.160961
234.375000	-50.542572
281.250000	-51.464626
328.125000	-50.800701
375.000000	-51.293758
421.875000	-54.163631
468.750000	-54.706787
515.625000	-55.268715
562.500000	-55.704319
609.375000	-55.546516
656.250000	-54.703587
703.125000	-52.350719
750.000000	-53.155293
796.875000	-55.127064
843.750000	-55.313610
890.625000	-55.330769
937.500000	-55.449688
984.375000	-56.230461
1031.250000	-56.665581
1078.125000	-57.348740
1125.000000	-58.210697
1171.875000	-58.523949
1218.750000	-59.175522
1265.625000	-60.207001
1312.500000	-60.953457
1359.375000	-61.073582
1406.250000	-61.409084
1453.125000	-61.994766
1500.000000	-62.564178
1546.875000	-63.319645
1593.750000	-63.745724
1640.625000	-64.123001
1687.500000	-65.092010
1734.375000	-65.772064
1781.250000	-66.255318
1828.125000	-66.371384
1875.000000	-66.660828
1921.875000	-67.507942
1968.750000	-67.630882
2015.625000	-67.692474
2062.500000	-68.166298
2109.375000	-68.173645
2156.250000	-68.567726
2203.125000	-68.257446
2250.000000	-68.815651
2296.875000	-69.481461
2343.750000	-69.516220
2390.625000	-69.620758
2437.500000	-69.734772
2484.375000	-70.177101
2531.250000	-70.173370
2578.125000	-70.003197
2625.000000	-70.234634
2671.875000	-70.279045
2718.750000	-70.031876
2765.625000	-69.928329
2812.500000	-70.177101
2859.375000	-70.630554
2906.250000	-70.597404
2953.125000	-70.379898
3000.000000	-70.762375
3046.875000	-71.196236
3093.750000	-71.300362
3140.625000	-70.899223
3187.500000	-70.808670
3234.375000	-70.901970
3281.250000	-70.839149
3328.125000	-70.763939
3375.000000	-70.883560
3421.875000	-71.651825
3468.750000	-71.453987
3515.625000	-71.587425
3562.500000	-71.344551
3609.375000	-71.278137
3656.250000	-71.496178
3703.125000	-71.599014
3750.000000	-71.657135
3796.875000	-71.627686
3843.750000	-71.750648
3890.625000	-71.694977
3937.500000	-72.052773
3984.375000	-72.378448
4031.250000	-72.152298
4078.125000	-72.416336
4125.000000	-72.540207
4171.875000	-72.416374
4218.750000	-72.633682
4265.625000	-72.687347
4312.500000	-72.452843
4359.375000	-72.722366
