Frequency (Hz)	Level (dB)
46.875000	-23.024370
93.750000	-31.471241
140.625000	-39.542213
187.500000	-45.470165
234.375000	-49.372021
281.250000	-50.372128
328.125000	-51.553204
375.000000	-52.665413
421.875000	-53.055405
468.750000	-52.685272
515.625000	-53.378948
562.500000	-53.583126
609.375000	-53.555912
656.250000	-53.335098
703.125000	-53.235313
750.000000	-53.343250
796.875000	-53.613796
843.750000	-53.278225
890.625000	-53.030251
937.500000	-52.602814
984.375000	-52.917202
1031.250000	-53.769543
1078.125000	-53.864349
1125.000000	-53.892555
1171.875000	-54.253719
1218.750000	-55.219128
1265.625000	-55.907879
1312.500000	-56.092907
1359.375000	-56.494511
1406.250000	-56.745182
1453.125000	-57.647198
1500.000000	-57.914749
1546.875000	-57.845280
1593.750000	-58.605793
1640.625000	-58.923729
1687.500000	-58.958260
1734.375000	-59.001572
1781.250000	-59.702183
1828.125000	-59.834751
1875.000000	-60.005329
1921.875000	-60.347881
1968.750000	-60.548008
2015.625000	-60.294445
2062.500000	-60.645119
2109.375000	-61.011696
2156.250000	-61.233246
2203.125000	-61.748707
2250.000000	-61.489922
2296.875000	-61.109917
2343.750000	-61.189896
2390.625000	-61.454891
2437.500000	-61.544418
2484.375000	-61.421879
2531.250000	-61.375507
2578.125000	-61.085304
2625.000000	-60.984997
2671.875000	-61.298481
2718.750000	-61.683647
2765.625000	-61.159176
2812.500000	-61.447884
2859.375000	-61.491154
2906.250000	-61.477974
2953.125000	-61.497120
3000.000000	-61.205463
3046.875000	-61.366711
3093.750000	-61.212502
3140.625000	-61.104347
3187.500000	-61.635799
3234.375000	-61.743992
3281.250000	-61.509327
3328.125000	-61.429939
3375.000000	-61.369835
3421.875000	-61.750320
3468.750000	-61.960945
3515.625000	-61.744415
3562.500000	-61.909378
3609.375000	-61.877651
3656.250000	-61.575607
3703.125000	-61.362110
3750.000000	-61.835320
3796.875000	-61.647820
3843.750000	-61.439407
3890.625000	-61.434715
3937.500000	-62.206074
3984.375000	-62.033085
4031.250000	-61.713543
4078.125000	-62.063160
4125.000000	-62.209209
4171.875000	-61.927032
4218.750000	-62.122276
4265.625000	-62.344669
4312.500000	-62.167866
4359.375000	-62.261013
4406.250000	-62.327374
4453.125000	-62.219311
4500.000000	-62.342335
4546.875000	-62.767376
4593.750000	-62.584389
4640.625000	-62.145256
4687.500000	-62.436523
4734.375000	-62.539909
4781.250000	-62.570198
4828.125000	-62.839008
4875.000000	-63.214603
4921.875000	-62.965443
4968.750000	-62.369137
5015.625000	-62.339973
5062.500000	-62.605465
5109.375000	-62.813492
5156.250000	-63.041164
5203.125000	-62.905254
5250.000000	-63.584328
5296.875000	-63.429245
5343.750000	-63.509121
5390.625000	-63.660183
5437.500000	-63.625832
5484.375000	-63.528786
5531.250000	-63.640835
5578.125000	-63.384602
5625.000000	-63.165573
5671.875000	-63.338142
5718.750000	-63.600773
5765.625000	-63.603916
5812.500000	-64.211456
5859.375000	-64.380287
5906.250000	-64.850655
5953.125000	-64.491623
6000.000000	-64.129028
6046.875000	-64.234810
6093.750000	-65.171974
6140.625000	-65.634430
6187.500000	-65.301331
6234.375000	-65.061874
6281.250000	-65.515205
6328.125000	-65.390923
6375.000000	-65.543381
6421.875000	-65.801270
6468.750000	-65.727432
6515.625000	-65.848091
6562.500000	-65.944977
6609.375000	-65.863609
6656.250000	-66.281166
6703.125000	-66.501755
6750.000000	-66.147331
6796.875000	-66.021622
6843.750000	-66.375069
6890.625000	-66.318283
6937.500000	-66.494850
6984.375000	-66.613083
7031.250000	-66.914345
7078.125000	-67.067673
7125.000000	-66.790512
7171.875000	-66.890152
7218.750000	-66.923286
7265.625000	-67.371452
7312.500000	-67.218735
7359.375000	-67.222107
7406.250000	-67.166756
7453.125000	-67.202919
7500.000000	-67.605339
7546.875000	-67.629570
7593.750000	-67.872894
7640.625000	-67.484962
7687.500000	-67.219048
7734.375000	-67.550255
7781.250000	-67.659218
7828.125000	-67.875191
7875.000000	-67.505676
7921.875000	-67.471786
7968.750000	-67.855202
8015.625000	-67.665413
8062.500000	-67.807838
8109.375000	-68.012085
8156.250000	-67.988960
8203.125000	-67.948807
8250.000000	-68.039635
8296.875000	-67.881729
8343.750000	-67.610985
8390.625000	-67.711723
8437.500000	-68.115898
8484.375000	-68.602913
8531.250000	-68.264305
8578.125000	-68.416847
8625.000000	-68.166084
8671.875000	-68.214188
