Frequency (Hz)	Level (dB)
46.875000	-42.660393
93.750000	-45.999386
140.625000	-50.855247
187.500000	-54.303234
234.375000	-56.061050
281.250000	-56.805058
328.125000	-55.670403
375.000000	-55.915455
421.875000	-56.403114
468.750000	-56.203339
515.625000	-55.975735
562.500000	-56.452480
609.375000	-56.773155
656.250000	-56.132847
703.125000	-55.684780
750.000000	-55.484596
796.875000	-55.987690
843.750000	-56.199772
890.625000	-56.271637
937.500000	-57.368217
984.375000	-57.733879
1031.250000	-57.748104
1078.125000	-58.708187
1125.000000	-59.823448
1171.875000	-60.601852
1218.750000	-61.201717
1265.625000	-61.370121
1312.500000	-61.877201
1359.375000	-62.483994
1406.250000	-62.916645
1453.125000	-63.687210
1500.000000	-64.113129
1546.875000	-64.237823
1593.750000	-64.960648
1640.625000	-65.149765
1687.500000	-65.346901
1734.375000	-65.545563
1781.250000	-65.877022
1828.125000	-66.088829
1875.000000	-66.313446
1921.875000	-66.464622
1968.750000	-66.963608
2015.625000	-67.413994
2062.500000	-67.592651
2109.375000	-67.244484
2156.250000	-67.791229
2203.125000	-68.003319
2250.000000	-68.161880
2296.875000	-67.953201
2343.750000	-67.734138
2390.625000	-67.648743
2437.500000	-67.615623
2484.375000	-67.326187
2531.250000	-67.757355
2578.125000	-68.083626
2625.000000	-67.945419
2671.875000	-68.096741
2718.750000	-68.597290
2765.625000	-68.388992
2812.500000	-68.181480
2859.375000	-68.424217
2906.250000	-68.508942
2953.125000	-68.347038
3000.000000	-68.228371
3046.875000	-68.281601
3093.750000	-68.859039
3140.625000	-68.719223
3187.500000	-68.530022
3234.375000	-68.228912
3281.250000	-68.096146
3328.125000	-68.042542
3375.000000	-68.495758
3421.875000	-69.092323
3468.750000	-69.081665
3515.625000	-68.774460
3562.500000	-69.017334
3609.375000	-69.297867
3656.250000	-69.095184
3703.125000	-69.159424
3750.000000	-69.304977
3796.875000	-68.955673
3843.750000	-68.864578
3890.625000	-68.591064
3937.500000	-68.562546
3984.375000	-68.456841
4031.250000	-66.164543
4078.125000	-64.705612
4125.000000	-66.367783
4171.875000	-68.985321
4218.750000	-69.814339
4265.625000	-69.893806
4312.500000	-70.208199
4359.375000	-70.189491
4406.250000	-70.608856
4453.125000	-70.178078
4500.000000	-69.428268
4546.875000	-69.671745
4593.750000	-70.242393
