Frequency (Hz)	Level (dB)
46.875000	-33.353844
93.750000	-39.825260
140.625000	-48.497025
187.500000	-52.622990
234.375000	-55.129276
281.250000	-56.049866
328.125000	-57.314354
375.000000	-58.403023
421.875000	-59.266113
468.750000	-60.050102
515.625000	-60.675449
562.500000	-61.512119
609.375000	-61.661381
656.250000	-62.276871
703.125000	-62.766678
750.000000	-63.108181
796.875000	-63.814728
843.750000	-64.039116
890.625000	-63.983246
937.500000	-64.141281
984.375000	-63.991177
1031.250000	-64.600189
1078.125000	-65.186836
1125.000000	-65.267151
1171.875000	-65.070099
1218.750000	-65.456841
1265.625000	-65.767097
1312.500000	-65.724045
1359.375000	-65.680237
1406.250000	-66.128319
1453.125000	-66.409996
1500.000000	-66.766197
1546.875000	-67.098816
1593.750000	-67.093239
1640.625000	-67.112526
1687.500000	-67.356171
1734.375000	-67.618790
1781.250000	-67.635178
1828.125000	-68.540352
1875.000000	-68.686821
1921.875000	-68.316208
1968.750000	-68.692841
2015.625000	-68.990959
2062.500000	-69.218475
2109.375000	-69.042610
2156.250000	-69.226959
2203.125000	-69.579033
2250.000000	-69.509392
2296.875000	-69.826729
2343.750000	-69.993950
2390.625000	-70.029930
2437.500000	-69.614899
2484.375000	-69.849388
2531.250000	-69.715958
2578.125000	-69.368202
2625.000000	-69.636826
2671.875000	-70.380493
2718.750000	-70.359131
2765.625000	-70.204628
2812.500000	-70.314575
2859.375000	-70.642197
2906.250000	-70.811760
2953.125000	-70.678108
3000.000000	-70.751450
3046.875000	-70.833061
3093.750000	-70.808258
3140.625000	-70.472404
3187.500000	-70.728882
3234.375000	-71.181870
3281.250000	-71.107491
3328.125000	-71.121170
3375.000000	-71.238930
3421.875000	-71.331314
3468.750000	-71.414597
3515.625000	-71.404770
3562.500000	-71.289238
3609.375000	-71.927399
3656.250000	-71.987778
3703.125000	-71.844002
3750.000000	-71.539078
3796.875000	-71.737701
3843.750000	-71.747490
3890.625000	-71.917000
3937.500000	-71.470261
3984.375000	-71.963791
4031.250000	-72.118828
4078.125000	-71.925957
4125.000000	-71.993927
4171.875000	-72.251495
4218.750000	-71.985359
4265.625000	-72.246941
4312.500000	-72.176010
4359.375000	-72.318794
4406.250000	-72.535744
4453.125000	-72.430466
4500.000000	-72.677254
4546.875000	-73.281548
4593.750000	-72.915527
4640.625000	-72.787445
4687.500000	-73.074257
4734.375000	-73.271019
4781.250000	-73.189453
4828.125000	-73.721481
4875.000000	-73.529449
4921.875000	-73.529289
4968.750000	-73.606705
5015.625000	-73.565529
5062.500000	-73.901031
5109.375000	-74.056206
5156.250000	-73.927231
5203.125000	-73.848251
5250.000000	-74.133102
5296.875000	-74.451820
5343.750000	-74.797455
5390.625000	-74.181755
5437.500000	-74.365448
5484.375000	-74.554375
5531.250000	-74.450165
5578.125000	-74.981766
5625.000000	-75.243614
5671.875000	-74.999687
5718.750000	-75.133408
5765.625000	-75.285660
5812.500000	-75.304688
5859.375000	-75.539909
5906.250000	-75.337570
5953.125000	-75.522240
6000.000000	-75.822502
6046.875000	-76.179886
6093.750000	-76.168297
6140.625000	-75.941551
6187.500000	-76.562340
6234.375000	-76.598656
6281.250000	-76.472168
6328.125000	-76.478828
6375.000000	-76.800034
6421.875000	-77.354561
6468.750000	-77.097000
6515.625000	-77.092613
6562.500000	-77.480453
6609.375000	-77.585579
6656.250000	-77.443748
6703.125000	-77.541702
6750.000000	-77.825829
6796.875000	-77.955246
6843.750000	-78.201904
6890.625000	-78.306252
6937.500000	-78.736336
6984.375000	-78.531876
7031.250000	-78.540428
7078.125000	-78.716614
7125.000000	-79.010445
7171.875000	-79.097672
7218.750000	-79.041893
7265.625000	-79.568947
7312.500000	-79.758713
7359.375000	-79.632408
7406.250000	-79.891991
7453.125000	-80.136261
7500.000000	-80.120865
7546.875000	-79.908386
7593.750000	-80.177246
7640.625000	-80.295235
7687.500000	-80.495430
7734.375000	-80.708031
7781.250000	-81.329582
