Frequency (Hz)	Level (dB)
46.875000	-18.838680
93.750000	-23.924479
140.625000	-31.070360
187.500000	-37.947842
234.375000	-41.529335
281.250000	-44.304153
328.125000	-46.270363
375.000000	-48.717426
421.875000	-51.421730
468.750000	-54.563095
515.625000	-56.196861
562.500000	-57.158684
609.375000	-58.616386
656.250000	-60.392181
703.125000	-61.231861
750.000000	-61.860497
796.875000	-62.054554
843.750000	-61.855633
890.625000	-62.047298
937.500000	-62.266190
984.375000	-62.694538
1031.250000	-63.184505
1078.125000	-63.730179
1125.000000	-63.115528
1171.875000	-62.994946
1218.750000	-64.798401
1265.625000	-65.478241
1312.500000	-66.149422
1359.375000	-66.584404
1406.250000	-66.597366
1453.125000	-67.085533
1500.000000	-67.447960
1546.875000	-67.693192
1593.750000	-67.959038
1640.625000	-68.378448
1687.500000	-68.594955
1734.375000	-68.835678
1781.250000	-69.236298
1828.125000	-69.612305
1875.000000	-70.140106
1921.875000	-70.147102
1968.750000	-70.371910
2015.625000	-70.702019
2062.500000	-70.925713
2109.375000	-70.793755
2156.250000	-70.717430
2203.125000	-70.783920
2250.000000	-71.002800
2296.875000	-70.949661
2343.750000	-70.847549
2390.625000	-70.939995
2437.500000	-70.749779
2484.375000	-70.832039
2531.250000	-71.148323
2578.125000	-71.240387
2625.000000	-70.901588
2671.875000	-71.199646
2718.750000	-71.502602
2765.625000	-71.825096
2812.500000	-71.679901
2859.375000	-71.402161
2906.250000	-71.386292
2953.125000	-71.705086
3000.000000	-71.828911
3046.875000	-71.928688
3093.750000	-71.846931
3140.625000	-71.965828
3187.500000	-71.975342
3234.375000	-71.604477
3281.250000	-71.537003
3328.125000	-71.510246
3375.000000	-71.666359
3421.875000	-71.795296
3468.750000	-71.889938
3515.625000	-71.739380
3562.500000	-72.088554
3609.375000	-71.928001
3656.250000	-72.165352
3703.125000	-72.371071
3750.000000	-72.092308
3796.875000	-72.012321
3843.750000	-71.695251
3890.625000	-71.963028
3937.500000	-71.904358
3984.375000	-71.950607
4031.250000	-71.976097
4078.125000	-72.074829
4125.000000	-72.104568
4171.875000	-72.264725
4218.750000	-72.068321
4265.625000	-71.994530
4312.500000	-71.938896
4359.375000	-72.250328
4406.250000	-72.394295
4453.125000	-72.414299
4500.000000	-72.093727
4546.875000	-72.265442
4593.750000	-72.467926
4640.625000	-72.878952
4687.500000	-73.205368
4734.375000	-72.839661
4781.250000	-72.850388
4828.125000	-73.073280
4875.000000	-72.628998
4921.875000	-72.561989
4968.750000	-72.969292
5015.625000	-72.724915
5062.500000	-73.013206
5109.375000	-73.380424
5156.250000	-73.376747
5203.125000	-73.408775
5250.000000	-73.142227
5296.875000	-73.293152
5343.750000	-73.009933
5390.625000	-73.191521
5437.500000	-73.635513
5484.375000	-73.761276
5531.250000	-73.823250
5578.125000	-73.524986
5625.000000	-73.335411
5671.875000	-73.410324
5718.750000	-73.907402
5765.625000	-73.996559
5812.500000	-74.189346
5859.375000	-74.045624
5906.250000	-74.162865
5953.125000	-74.511703
6000.000000	-74.219833
6046.875000	-74.010269
6093.750000	-74.451927
6140.625000	-74.896492
6187.500000	-74.595459
6234.375000	-74.591988
6281.250000	-74.925186
6328.125000	-74.620613
6375.000000	-74.786766
6421.875000	-75.157280
6468.750000	-75.476547
6515.625000	-75.367432
6562.500000	-75.253075
6609.375000	-75.455223
6656.250000	-75.732544
6703.125000	-75.409279
6750.000000	-75.540321
6796.875000	-75.860382
6843.750000	-76.084183
6890.625000	-76.630165
6937.500000	-76.304703
6984.375000	-76.296257
7031.250000	-76.754578
7078.125000	-76.766014
7125.000000	-77.005653
7171.875000	-76.670998
7218.750000	-76.730385
7265.625000	-77.105949
7312.500000	-77.013420
7359.375000	-77.217155
7406.250000	-77.042336
7453.125000	-76.753838
7500.000000	-77.024231
7546.875000	-77.355240
7593.750000	-77.233589
7640.625000	-77.065125
7687.500000	-77.742744
7734.375000	-77.653267
7781.250000	-77.765717
7828.125000	-77.979378
7875.000000	-77.797768
7921.875000	-77.931023
7968.750000	-78.585327
8015.625000	-78.634842
8062.500000	-78.729576
8109.375000	-78.264336
8156.250000	-77.950233
8203.125000	-78.199570
8250.000000	-78.461922
8296.875000	-78.488487
8343.750000	-78.915962
8390.625000	-78.756508
8437.500000	-78.585526
8484.375000	-78.388313
8531.250000	-77.952774
8578.125000	-78.357826
8625.000000	-78.998260
8671.875000	-79.086327
8718.750000	-78.961517
8765.625000	-79.107826
8812.500000	-78.999069
8859.375000	-79.197449
8906.250000	-79.452332
8953.125000	-79.382713
9000.000000	-79.119270
9046.875000	-79.201324
9093.750000	-78.712921
9140.625000	-78.843971
9187.500000	-79.308899
9234.375000	-79.486336
9281.250000	-79.197678
9328.125000	-79.239517
9375.000000	-79.587769
9421.875000	-79.827881
9468.750000	-79.768364
9515.625000	-79.965065
9562.500000	-79.245300
