Frequency (Hz)	Level (dB)
46.875000	-38.607563
93.750000	-44.636562
140.625000	-48.594234
187.500000	-52.152481
234.375000	-53.307056
281.250000	-53.520245
328.125000	-53.528042
375.000000	-53.453938
421.875000	-53.967926
468.750000	-54.028549
515.625000	-53.861645
562.500000	-53.243439
609.375000	-53.004375
656.250000	-53.362217
703.125000	-53.104923
750.000000	-52.326077
796.875000	-52.522572
843.750000	-52.539719
890.625000	-52.317707
937.500000	-52.799023
984.375000	-53.499664
1031.250000	-54.319878
1078.125000	-54.604698
1125.000000	-54.917061
1171.875000	-55.618454
1218.750000	-55.958794
1265.625000	-55.952927
1312.500000	-56.620815
1359.375000	-57.278172
1406.250000	-58.008854
1453.125000	-58.527191
1500.000000	-58.999538
1546.875000	-58.934399
1593.750000	-59.011734
1640.625000	-58.946705
1687.500000	-59.457340
1734.375000	-60.173042
1781.250000	-60.544346
1828.125000	-60.698601
1875.000000	-60.550537
1921.875000	-60.610477
1968.750000	-60.909870
2015.625000	-61.546196
2062.500000	-62.217987
2109.375000	-62.215527
2156.250000	-62.332909
2203.125000	-62.365646
2250.000000	-62.547558
2296.875000	-62.508408
2343.750000	-62.495808
2390.625000	-62.620167
2437.500000	-62.741848
2484.375000	-62.932606
2531.250000	-62.802059
2578.125000	-62.581284
2625.000000	-62.404747
2671.875000	-62.576073
2718.750000	-62.716522
2765.625000	-62.819607
2812.500000	-62.797676
2859.375000	-62.506321
2906.250000	-62.944927
2953.125000	-63.216240
3000.000000	-63.021145
3046.875000	-62.983807
3093.750000	-63.185349
3140.625000	-62.966736
3187.500000	-62.937267
3234.375000	-62.835518
3281.250000	-63.242100
3328.125000	-63.720242
3375.000000	-63.586952
3421.875000	-63.964142
3468.750000	-63.824329
3515.625000	-63.680637
3562.500000	-63.765583
3609.375000	-63.839787
3656.250000	-63.757877
3703.125000	-63.885719
3750.000000	-63.448959
3796.875000	-63.386578
3843.750000	-63.768318
3890.625000	-63.856140
3937.500000	-64.495079
3984.375000	-64.477676
4031.250000	-64.013512
4078.125000	-64.293350
4125.000000	-64.436554
4171.875000	-64.465218
4218.750000	-64.493362
4265.625000	-64.700394
4312.500000	-65.035088
4359.375000	-64.616432
4406.250000	-64.817627
4453.125000	-64.995453
4500.000000	-64.636749
4546.875000	-65.001221
4593.750000	-65.596909
4640.625000	-65.342957
4687.500000	-65.225853
4734.375000	-65.024475
4781.250000	-65.201523
4828.125000	-65.544121
4875.000000	-65.899422
4921.875000	-66.107101
4968.750000	-65.986916
5015.625000	-66.094086
5062.500000	-66.299286
5109.375000	-66.219307
5156.250000	-66.466347
5203.125000	-66.289345
5250.000000	-66.619110
5296.875000	-67.066475
5343.750000	-66.822487
5390.625000	-66.662689
5437.500000	-67.034416
5484.375000	-67.021263
5531.250000	-67.102661
5578.125000	-67.699951
5625.000000	-67.868980
5671.875000	-68.101852
5718.750000	-68.009201
5765.625000	-67.913315
5812.500000	-68.617882
5859.375000	-68.736740
5906.250000	-68.574997
5953.125000	-69.085091
6000.000000	-69.048256
6046.875000	-69.293472
6093.750000	-69.869858
6140.625000	-69.839378
6187.500000	-69.875107
6234.375000	-70.007523
6281.250000	-70.113770
6328.125000	-69.934441
6375.000000	-70.253113
6421.875000	-70.417274
6468.750000	-70.599060
6515.625000	-70.807076
6562.500000	-70.841064
6609.375000	-70.901680
6656.250000	-71.272438
6703.125000	-71.851440
6750.000000	-72.034286
6796.875000	-72.091087
6843.750000	-71.988617
6890.625000	-72.236900
6937.500000	-73.186455
6984.375000	-73.503540
7031.250000	-73.200829
7078.125000	-72.947792
7125.000000	-73.493729
7171.875000	-74.035133
7218.750000	-74.198296
7265.625000	-74.304573
7312.500000	-74.167961
7359.375000	-74.489662
7406.250000	-74.784843
7453.125000	-74.456383
7500.000000	-74.363136
7546.875000	-74.736504
7593.750000	-75.167404
7640.625000	-75.260704
7687.500000	-75.496468
7734.375000	-74.956024
7781.250000	-74.948120
7828.125000	-75.653938
7875.000000	-75.932533
7921.875000	-76.045990
7968.750000	-76.181633
8015.625000	-76.681870
8062.500000	-76.455994
8109.375000	-76.173126
8156.250000	-75.566315
8203.125000	-76.001060
8250.000000	-76.449707
8296.875000	-76.395973
8343.750000	-76.602310
8390.625000	-76.994064
8437.500000	-77.324371
8484.375000	-77.190666
8531.250000	-77.774200
8578.125000	-77.941505
8625.000000	-77.853676
8671.875000	-77.845863
8718.750000	-77.999886
8765.625000	-78.355286
8812.500000	-78.224831
8859.375000	-78.302208
8906.250000	-78.355484
8953.125000	-78.832825
9000.000000	-79.057632
9046.875000	-78.602875
9093.750000	-78.746490
9140.625000	-79.059914
9187.500000	-79.426506
9234.375000	-79.343155
9281.250000	-79.236115
9328.125000	-79.409172
9375.000000	-80.035027
9421.875000	-80.262138
9468.750000	-80.211990
9515.625000	-80.535934
9562.500000	-80.531670
9609.375000	-80.355064
9656.250000	-80.981773
9703.125000	-81.461357
9750.000000	-81.226128
9796.875000	-81.284866
9843.750000	-80.952438
9890.625000	-80.987679
9937.500000	-81.012886
9984.375000	-80.931221
10031.250000	-81.523636
10078.125000	-81.643333
10125.000000	-81.508644
