Frequency (Hz)	Level (dB)
46.875000	-20.095665
93.750000	-24.640358
140.625000	-30.623711
187.500000	-35.312679
234.375000	-38.444569
281.250000	-41.828419
328.125000	-44.380836
375.000000	-45.938744
421.875000	-47.958221
468.750000	-50.675060
515.625000	-53.045471
562.500000	-54.212173
609.375000	-55.267723
656.250000	-56.608780
703.125000	-57.790012
750.000000	-59.215778
796.875000	-59.746590
843.750000	-60.123623
890.625000	-60.961933
937.500000	-61.926609
984.375000	-62.405964
1031.250000	-62.796368
1078.125000	-62.966106
1125.000000	-62.809372
1171.875000	-62.767811
1218.750000	-63.225269
1265.625000	-63.540817
1312.500000	-63.690479
1359.375000	-64.007362
1406.250000	-64.041260
1453.125000	-64.373497
1500.000000	-64.587395
1546.875000	-64.410233
1593.750000	-64.383781
1640.625000	-64.657669
1687.500000	-64.687279
1734.375000	-64.653000
1781.250000	-64.455528
1828.125000	-64.373466
1875.000000	-64.363831
1921.875000	-64.638527
1968.750000	-64.789040
2015.625000	-64.930664
2062.500000	-64.741264
2109.375000	-65.150742
2156.250000	-65.377724
2203.125000	-65.165886
2250.000000	-65.085121
2296.875000	-65.108421
2343.750000	-65.427765
2390.625000	-65.211800
2437.500000	-64.741051
2484.375000	-64.341766
2531.250000	-64.203362
2578.125000	-64.467873
2625.000000	-64.656273
2671.875000	-64.770638
2718.750000	-64.748550
2765.625000	-64.178833
2812.500000	-64.073837
2859.375000	-64.175354
2906.250000	-64.382133
2953.125000	-64.851318
3000.000000	-64.820946
3046.875000	-64.550331
3093.750000	-63.858917
3140.625000	-64.419060
3187.500000	-64.536606
3234.375000	-64.189888
3281.250000	-64.517456
3328.125000	-64.610947
3375.000000	-64.836197
3421.875000	-64.543472
3468.750000	-64.620872
3515.625000	-64.922234
3562.500000	-65.041527
3609.375000	-64.891510
3656.250000	-64.546890
3703.125000	-64.534500
3750.000000	-64.284790
3796.875000	-64.566887
3843.750000	-64.705772
3890.625000	-64.599617
3937.500000	-64.436157
3984.375000	-64.399994
4031.250000	-64.271133
4078.125000	-64.547569
4125.000000	-64.524269
4171.875000	-64.677460
4218.750000	-64.595360
4265.625000	-64.356766
4312.500000	-64.931778
4359.375000	-64.752876
4406.250000	-64.788780
4453.125000	-64.951668
4500.000000	-65.068855
4546.875000	-65.036598
4593.750000	-65.008713
4640.625000	-64.861977
4687.500000	-65.214424
4734.375000	-65.473259
4781.250000	-65.195770
4828.125000	-65.488800
4875.000000	-65.331642
4921.875000	-65.461380
4968.750000	-65.496498
5015.625000	-65.298111
5062.500000	-65.576546
5109.375000	-65.796669
5156.250000	-66.121353
5203.125000	-65.901703
5250.000000	-65.647057
5296.875000	-65.509537
5343.750000	-65.596909
5390.625000	-66.169693
5437.500000	-66.682976
5484.375000	-66.331276
5531.250000	-65.922058
5578.125000	-66.603226
5625.000000	-66.694908
5671.875000	-66.649506
5718.750000	-66.576607
5765.625000	-66.631149
5812.500000	-66.883675
5859.375000	-67.313446
5906.250000	-67.312332
5953.125000	-67.532295
