Frequency (Hz)	Level (dB)
46.875000	-30.054783
93.750000	-34.949425
140.625000	-44.045212
187.500000	-50.818417
234.375000	-55.218399
281.250000	-58.923203
328.125000	-61.691975
375.000000	-63.113548
421.875000	-63.878124
468.750000	-64.508614
515.625000	-65.852386
562.500000	-66.270424
609.375000	-66.101921
656.250000	-66.761482
703.125000	-66.890953
750.000000	-66.398521
796.875000	-66.625542
843.750000	-66.816246
890.625000	-66.664619
937.500000	-66.860992
984.375000	-67.425049
1031.250000	-67.498810
1078.125000	-67.325111
1125.000000	-67.559677
1171.875000	-67.803642
1218.750000	-68.060432
1265.625000	-68.245651
1312.500000	-68.195984
1359.375000	-68.593491
1406.250000	-68.843369
1453.125000	-69.108215
1500.000000	-69.427269
1546.875000	-69.408073
1593.750000	-69.356842
1640.625000	-69.703239
1687.500000	-69.843903
1734.375000	-69.675674
1781.250000	-69.973236
1828.125000	-70.106850
1875.000000	-70.409622
1921.875000	-70.717834
1968.750000	-70.934258
2015.625000	-71.235954
2062.500000	-71.373001
2109.375000	-71.520836
2156.250000	-71.936691
2203.125000	-71.559906
2250.000000	-71.180099
2296.875000	-71.463089
2343.750000	-71.630058
2390.625000	-71.616676
2437.500000	-71.811317
2484.375000	-72.034073
2531.250000	-71.701752
2578.125000	-72.026161
2625.000000	-72.136215
2671.875000	-72.305763
2718.750000	-72.356323
2765.625000	-72.352821
2812.500000	-72.416084
2859.375000	-72.802086
2906.250000	-73.122414
2953.125000	-73.392914
3000.000000	-73.460678
3046.875000	-73.107697
3093.750000	-73.355408
3140.625000	-73.046791
3187.500000	-72.988426
3234.375000	-73.225700
3281.250000	-73.441635
3328.125000	-73.390877
3375.000000	-73.550682
3421.875000	-73.623650
3468.750000	-73.505325
3515.625000	-73.493050
3562.500000	-73.663185
3609.375000	-73.353806
3656.250000	-73.434830
3703.125000	-73.379990
3750.000000	-73.801926
3796.875000	-74.470062
3843.750000	-74.170876
3890.625000	-73.984489
3937.500000	-74.360901
3984.375000	-74.091492
4031.250000	-74.232147
4078.125000	-73.756439
4125.000000	-74.068253
4171.875000	-74.967377
4218.750000	-74.691559
4265.625000	-74.525948
4312.500000	-74.526543
4359.375000	-74.614594
4406.250000	-74.794853
4453.125000	-74.581978
4500.000000	-74.973106
4546.875000	-75.297714
4593.750000	-75.438896
4640.625000	-75.275154
4687.500000	-75.052162
4734.375000	-74.953766
4781.250000	-75.286453
4828.125000	-75.140396
4875.000000	-75.468269
4921.875000	-75.748749
4968.750000	-75.736015
5015.625000	-76.175903
5062.500000	-75.873138
5109.375000	-75.645523
5156.250000	-76.262070
5203.125000	-76.373306
5250.000000	-76.040039
5296.875000	-76.474037
5343.750000	-76.264420
5390.625000	-76.786499
5437.500000	-77.155228
5484.375000	-77.065338
5531.250000	-77.329529
5578.125000	-77.176277
5625.000000	-77.002670
5671.875000	-77.360123
5718.750000	-77.457054
5765.625000	-77.279846
5812.500000	-77.851494
5859.375000	-78.188309
5906.250000	-77.933136
5953.125000	-77.986580
6000.000000	-77.972939
6046.875000	-78.352623
6093.750000	-78.653976
6140.625000	-78.320129
6187.500000	-78.386848
6234.375000	-78.471237
6281.250000	-78.928368
6328.125000	-78.527138
6375.000000	-78.442101
6421.875000	-78.210983
