Frequency (Hz)	Level (dB)
46.875000	-27.382559
93.750000	-31.807034
140.625000	-36.677036
187.500000	-39.541077
234.375000	-43.358719
281.250000	-47.120411
328.125000	-48.699986
375.000000	-51.157127
421.875000	-55.047165
468.750000	-57.629002
515.625000	-59.378845
562.500000	-62.256947
609.375000	-64.043251
656.250000	-65.720444
703.125000	-68.698738
750.000000	-70.332397
796.875000	-71.568619
843.750000	-72.475479
890.625000	-72.620239
937.500000	-73.269745
984.375000	-73.792297
1031.250000	-74.371735
1078.125000	-75.057396
1125.000000	-74.780991
1171.875000	-74.580269
1218.750000	-75.345177
1265.625000	-75.823006
1312.500000	-75.732414
1359.375000	-75.819687
1406.250000	-75.676018
1453.125000	-76.302383
1500.000000	-76.663055
1546.875000	-76.371590
1593.750000	-76.587891
1640.625000	-76.875000
1687.500000	-77.135910
1734.375000	-76.821098
1781.250000	-76.982025
1828.125000	-77.118996
1875.000000	-76.837181
1921.875000	-77.404144
1968.750000	-77.488335
2015.625000	-77.883034
2062.500000	-78.166634
2109.375000	-77.625595
2156.250000	-77.461823
2203.125000	-77.636406
2250.000000	-77.524994
2296.875000	-77.106918
2343.750000	-77.404549
2390.625000	-78.061928
2437.500000	-78.071068
2484.375000	-77.806793
2531.250000	-77.630867
2578.125000	-77.858299
2625.000000	-77.882530
2671.875000	-78.073433
2718.750000	-78.240959
2765.625000	-77.928848
2812.500000	-77.831841
2859.375000	-77.914886
2906.250000	-77.882690
2953.125000	-77.520683
3000.000000	-77.423866
3046.875000	-77.679642
3093.750000	-77.720261
3140.625000	-77.691650
3187.500000	-77.555824
3234.375000	-77.741493
3281.250000	-77.862900
3328.125000	-78.135605
3375.000000	-77.948761
3421.875000	-78.051872
3468.750000	-77.845421
3515.625000	-78.077782
3562.500000	-78.167610
3609.375000	-78.406715
3656.250000	-78.090675
3703.125000	-78.043365
3750.000000	-78.702858
3796.875000	-78.539246
3843.750000	-78.182045
3890.625000	-78.289597
3937.500000	-78.310463
3984.375000	-78.727844
4031.250000	-78.857521
4078.125000	-78.437424
4125.000000	-78.512253
4171.875000	-78.347610
4218.750000	-78.505745
4265.625000	-78.620132
4312.500000	-77.627220
4359.375000	-77.211670
4406.250000	-78.372406
